title,date,category,link
"P.A.B. Pharmacy Agreed to Pay $551,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Prescription Drugs Not Dispensed",2022-11-21,"P.A.B. Pharmacy Agreed to Pay $551,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Prescription Drugs Not Dispensed",https://oig.hhs.gov/fraud/enforcement/pab-pharmacy-agreed-to-pay-551000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-prescription-drugs-not-dispensed/
"Chaim Mandelbaum, MD Agreed to Pay $127,000 for Allegedly Violating the Civil Monetary Penalties Law for Causing the Submission of Claims for Physical Therapy Services Rendered by an Unlicensed Individual",2022-11-21,"Chaim Mandelbaum, MD Agreed to Pay $127,000 for Allegedly Violating the Civil Monetary Penalties Law for Causing the Submission of Claims for Physical Therapy Services Rendered by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/chaim-mandelbaum-md-agreed-to-pay-127000-for-allegedly-violating-the-civil-monetary-penalties-law-for-causing-the-submission-of-claims-for-physical-therapy-services-rendered-by-an-unlicensed-individual/
Sasha Cahill and Integrated Care Agreed to Be Excluded for 3 Years for Paying and Receiving Improper Remuneration,2022-11-22,Sasha Cahill and Integrated Care Agreed to Be Excluded for 3 Years for Paying and Receiving Improper Remuneration,https://oig.hhs.gov/fraud/enforcement/sasha-cahill-and-integrated-care-agreed-to-be-excluded-for-3-years-for-paying-and-receiving-improper-remuneration/
"Ambulance Company Settles Allegations Of Billing Medicare For Unnecessary, Non-Emergency Ambulance Transportation",2022-11-23,"Ambulance Company Settles Allegations Of Billing Medicare For Unnecessary, Non-Emergency Ambulance Transportation",https://oig.hhs.gov/fraud/enforcement/ambulance-company-settles-allegations-of-billing-medicare-for-unnecessary-non-emergency-ambulance-transportation/
"Medical Doctor To Pay $86,506.30 To Resolve Civil Liability For Alleged Violations Of The False Claims Act",2022-11-28,"Medical Doctor To Pay $86,506.30 To Resolve Civil Liability For Alleged Violations Of The False Claims Act",https://oig.hhs.gov/fraud/enforcement/medical-doctor-to-pay-8650630-to-resolve-civil-liability-for-alleged-violations-of-the-false-claims-act/
"Maryland Man Pleads Guilty To Defrauding Medicaid Of More Than $700,000 In Scheme Involving Personal Care Services",2022-11-28,"Maryland Man Pleads Guilty To Defrauding Medicaid Of More Than $700,000 In Scheme Involving Personal Care Services",https://oig.hhs.gov/fraud/enforcement/maryland-man-pleads-guilty-to-defrauding-medicaid-of-more-than-700000-in-scheme-involving-personal-care-services/
Twin Falls County Woman Sentenced For Provider Fraud,2022-11-28,Twin Falls County Woman Sentenced For Provider Fraud,https://oig.hhs.gov/fraud/enforcement/twin-falls-county-woman-sentenced-for-provider-fraud/
"Amberwood Care Centre Agreed to Pay $70,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2022-11-28,"Amberwood Care Centre Agreed to Pay $70,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/amberwood-care-centre-agreed-to-pay-70000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Nashua Woman Pleads Guilty To Fraudulently Obtaining Food Stamps And Medicaid Benefits,2022-11-28,Nashua Woman Pleads Guilty To Fraudulently Obtaining Food Stamps And Medicaid Benefits,https://oig.hhs.gov/fraud/enforcement/nashua-woman-pleads-guilty-to-fraudulently-obtaining-food-stamps-and-medicaid-benefits/
Attorney General James Sues Orleans County Nursing Home for Years of Fraud and Resident Neglect,2022-11-29,Attorney General James Sues Orleans County Nursing Home for Years of Fraud and Resident Neglect,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-sues-orleans-county-nursing-home-for-years-of-fraud-and-resident-neglect/
Attorney General Raoul Obtains Guilty Plea In Medicaid Fraud Case Against Cook County Doctor,2022-11-29,Attorney General Raoul Obtains Guilty Plea In Medicaid Fraud Case Against Cook County Doctor,https://oig.hhs.gov/fraud/enforcement/attorney-general-raoul-obtains-guilty-plea-in-medicaid-fraud-case-against-cook-county-doctor/
California Attorney General Rob Bonta Secures Settlement Against Contra Costa Facility Resolving Allegations Of Patient Abuse And Neglect,2022-11-29,California Attorney General Rob Bonta Secures Settlement Against Contra Costa Facility Resolving Allegations Of Patient Abuse And Neglect,https://oig.hhs.gov/fraud/enforcement/california-attorney-general-rob-bonta-secures-settlement-against-contra-costa-facility-resolving-allegations-of-patient-abuse-and-neglect/
"Swedish Hospital Agreed to Pay $716,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2022-11-29,"Swedish Hospital Agreed to Pay $716,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/swedish-hospital-agreed-to-pay-716000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Former Physician Sentenced For Second Health Care Fraud Conviction,2022-11-30,Former Physician Sentenced For Second Health Care Fraud Conviction,https://oig.hhs.gov/fraud/enforcement/former-physician-sentenced-for-second-health-care-fraud-conviction/
Former Montgomery Physician At The Center Of An Oxycodone Prescription Scheme Sentenced To Over 11 Years In Prison,2022-11-30,Former Montgomery Physician At The Center Of An Oxycodone Prescription Scheme Sentenced To Over 11 Years In Prison,https://oig.hhs.gov/fraud/enforcement/former-montgomery-physician-at-the-center-of-an-oxycodone-prescription-scheme-sentenced-to-over-11-years-in-prison/
"PA Peterson at the Citadel Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2022-11-30,"PA Peterson at the Citadel Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/pa-peterson-at-the-citadel-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Group Home Owners Sentenced In $1 Million Medicare Fraud Scheme,2022-11-30,Group Home Owners Sentenced In $1 Million Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/group-home-owners-sentenced-in-1-million-medicare-fraud-scheme/
Attorney General James Announces Indictment Of Long Island Nursing Home Staff For Sexually Assaulting A Resident,2022-11-30,Attorney General James Announces Indictment Of Long Island Nursing Home Staff For Sexually Assaulting A Resident,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-indictment-of-long-island-nursing-home-staff-for-sexually-assaulting-a-resident/
New York Diagnostic Testing Facility Owners Sentenced For Health Care Fraud Scheme,2022-12-01,New York Diagnostic Testing Facility Owners Sentenced For Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/new-york-diagnostic-testing-facility-owners-sentenced-for-health-care-fraud-scheme/
"Lenexa Man, Woman Indicted For $2.9 Million Medicare Fraud Conspiracy",2022-12-01,"Lenexa Man, Woman Indicted For $2.9 Million Medicare Fraud Conspiracy",https://oig.hhs.gov/fraud/enforcement/lenexa-man-woman-indicted-for-29-million-medicare-fraud-conspiracy/
Attorney General Alan Wilson Announces Florence Woman Guilty Of Fraud And Exploiting Two Assisted Living Residents,2022-12-05,Attorney General Alan Wilson Announces Florence Woman Guilty Of Fraud And Exploiting Two Assisted Living Residents,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-florence-woman-guilty-of-fraud-and-exploiting-two-assisted-living-residents/
Attorney General Alan Wilson Announces Arrest Of Two Upstate Nurses On Charges Of Neglecting Nursing Home Patients,2022-12-05,Attorney General Alan Wilson Announces Arrest Of Two Upstate Nurses On Charges Of Neglecting Nursing Home Patients,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-two-upstate-nurses-on-charges-of-neglecting-nursing-home-patients/
Attorney General Alan Wilson Announces Arrest Of Spartanburg Woman For Alleged Fraud And Exploiting Nursing Home Resident,2022-12-05,Attorney General Alan Wilson Announces Arrest Of Spartanburg Woman For Alleged Fraud And Exploiting Nursing Home Resident,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-spartanburg-woman-for-alleged-fraud-and-exploiting-nursing-home-resident/
"Two Individuals Charged With Defrauding Personal Care Attendant Program Of Nearly $200,000, One Charged With Sexual Assault Of PCAs",2022-12-05,"Two Individuals Charged With Defrauding Personal Care Attendant Program Of Nearly $200,000, One Charged With Sexual Assault Of PCAs",https://oig.hhs.gov/fraud/enforcement/two-individuals-charged-with-defrauding-personal-care-attendant-program-of-nearly-200000-one-charged-with-sexual-assault-of-pcas/
"Dr. Victor Savinov Pays $50,000 To Resolve False Claims Act Allegations Relating To Unlawful Kickbacks",2022-12-05,"Dr. Victor Savinov Pays $50,000 To Resolve False Claims Act Allegations Relating To Unlawful Kickbacks",https://oig.hhs.gov/fraud/enforcement/dr-victor-savinov-pays-50000-to-resolve-false-claims-act-allegations-relating-to-unlawful-kickbacks/
"Opioid Abuse Treatment Facility To Pay $3.15 Million For Kickback Violations, Obstructing Federal Audit, And False Claims Submitted To Government Insurance Programs",2022-12-05,"Opioid Abuse Treatment Facility To Pay $3.15 Million For Kickback Violations, Obstructing Federal Audit, And False Claims Submitted To Government Insurance Programs",https://oig.hhs.gov/fraud/enforcement/opioid-abuse-treatment-facility-to-pay-315-million-for-kickback-violations-obstructing-federal-audit-and-false-claims-submitted-to-government-insurance-programs/
Kadlec Regional Medical Center Agreed to Pay $14.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Did Not Meet Coverage Criteria,2022-12-06,Kadlec Regional Medical Center Agreed to Pay $14.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Did Not Meet Coverage Criteria,https://oig.hhs.gov/fraud/enforcement/kadlec-regional-medical-center-agreed-to-pay-143-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-did-not-meet-coverage-criteria/
Former Sarasota Pain Doctor Sentenced In Health Care Fraud Kickback Conspiracy,2022-12-07,Former Sarasota Pain Doctor Sentenced In Health Care Fraud Kickback Conspiracy,https://oig.hhs.gov/fraud/enforcement/former-sarasota-pain-doctor-sentenced-in-health-care-fraud-kickback-conspiracy/
South Florida Woman Sentenced To 3 Years For Her Role In A Health Care Fraud Conspiracy,2022-12-07,South Florida Woman Sentenced To 3 Years For Her Role In A Health Care Fraud Conspiracy,https://oig.hhs.gov/fraud/enforcement/south-florida-woman-sentenced-to-3-years-for-her-role-in-a-health-care-fraud-conspiracy/
Three Health Care Providers Agree To Pay $22.5 Million For Alleged False Claims To California’s Medicaid Program,2022-12-07,Three Health Care Providers Agree To Pay $22.5 Million For Alleged False Claims To California’s Medicaid Program,https://oig.hhs.gov/fraud/enforcement/three-health-care-providers-agree-to-pay-225-million-for-alleged-false-claims-to-californias-medicaid-program/
Attorney General Bonta Secures $22.5 Million Settlement Against Three Southern California Medi-Cal Providers For Submitting Alleged False Claims,2022-12-07,Attorney General Bonta Secures $22.5 Million Settlement Against Three Southern California Medi-Cal Providers For Submitting Alleged False Claims,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-secures-225-million-settlement-against-three-southern-california-medi-cal-providers-for-submitting-alleged-false-claims/
Providence Saint John’s Health Center and Saint John’s Physician Partners Agreed to Pay $4.9 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided for in Clinical Research Studies,2022-12-07,Providence Saint John’s Health Center and Saint John’s Physician Partners Agreed to Pay $4.9 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided for in Clinical Research Studies,https://oig.hhs.gov/fraud/enforcement/providence-saint-johns-health-center-and-saint-johns-physician-partners-agreed-to-pay-49-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-for-in-clinical-research-studies/
Two Individuals Charged With Defrauding Masshealth By Billing For Services Not Provided,2022-12-07,Two Individuals Charged With Defrauding Masshealth By Billing For Services Not Provided,https://oig.hhs.gov/fraud/enforcement/two-individuals-charged-with-defrauding-masshealth-by-billing-for-services-not-provided/
"Newco Hatfield Medical Group Agreed to Pay $85,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2022-12-07,"Newco Hatfield Medical Group Agreed to Pay $85,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/newco-hatfield-medical-group-agreed-to-pay-85000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Two Individuals Arrested For Pharmacy Health Care Fraud Kickback Schemes,2022-12-08,Two Individuals Arrested For Pharmacy Health Care Fraud Kickback Schemes,https://oig.hhs.gov/fraud/enforcement/two-individuals-arrested-for-pharmacy-health-care-fraud-kickback-schemes/
Florida Man Charged With Conspiring To Pay Kickbacks And Commit Health Care Fraud In $64 Million Scheme,2022-12-08,Florida Man Charged With Conspiring To Pay Kickbacks And Commit Health Care Fraud In $64 Million Scheme,https://oig.hhs.gov/fraud/enforcement/florida-man-charged-with-conspiring-to-pay-kickbacks-and-commit-health-care-fraud-in-64-million-scheme/
Justice Department’s Antitrust Division And The Office Of The Inspector General Of The Department Of Health And Human Services Announce Partnership To Protect Health Care Markets,2022-12-09,Justice Department’s Antitrust Division And The Office Of The Inspector General Of The Department Of Health And Human Services Announce Partnership To Protect Health Care Markets,https://oig.hhs.gov/fraud/enforcement/justice-departments-antitrust-division-and-the-office-of-the-inspector-general-of-the-department-of-health-and-human-services-announce-partnership-to-protect-health-care-markets/
"Tarrytown Expocare Agreed to Pay $555,000 for Allegedly Violating the Civil Monetary Penalties Law by Dispensing Medication Without Proper Authorization and for Quantities Greater Than Prescribed",2022-12-09,"Tarrytown Expocare Agreed to Pay $555,000 for Allegedly Violating the Civil Monetary Penalties Law by Dispensing Medication Without Proper Authorization and for Quantities Greater Than Prescribed",https://oig.hhs.gov/fraud/enforcement/tarrytown-expocare-agreed-to-pay-555000-for-allegedly-violating-the-civil-monetary-penalties-law-by-dispensing-medication-without-proper-authorization-and-for-quantities-greater-than-prescribed/
"Serenity Home Healthcare Services Agreed to Pay $146,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2022-12-09,"Serenity Home Healthcare Services Agreed to Pay $146,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/serenity-home-healthcare-services-agreed-to-pay-146000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General James Secures Over $3 Million From Home Health Agency For Cheating Workers And Medicaid Fraud,2022-12-09,Attorney General James Secures Over $3 Million From Home Health Agency For Cheating Workers And Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-over-3-million-from-home-health-agency-for-cheating-workers-and-medicaid-fraud/
Attorney General Phil Weiser Announces Woman Sentenced In Death Of 86-Year-Old,2022-12-09,Attorney General Phil Weiser Announces Woman Sentenced In Death Of 86-Year-Old,https://oig.hhs.gov/fraud/enforcement/attorney-general-phil-weiser-announces-woman-sentenced-in-death-of-86-year-old/
"Wisconsin Laboratory Agrees to Pay $30,000 for Allegedly Violating the Civil Monetary Penalties Law Involving Select Agent Regulations",2022-12-09,"Wisconsin Laboratory Agrees to Pay $30,000 for Allegedly Violating the Civil Monetary Penalties Law Involving Select Agent Regulations",https://oig.hhs.gov/fraud/enforcement/wisconsin-laboratory-agrees-to-pay-30000-for-allegedly-violating-the-civil-monetary-penalties-law-involving-select-agent-regulations/
Attorney General Josh Stein Announces Medicaid Fraud Pleading,2022-12-09,Attorney General Josh Stein Announces Medicaid Fraud Pleading,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-medicaid-fraud-pleading/
Attorney General Alan Wilson Announces Oconee Co. Woman Arrested For Alleged Fraud And Exploitation Of Assisted Living Patient,2022-12-12,Attorney General Alan Wilson Announces Oconee Co. Woman Arrested For Alleged Fraud And Exploitation Of Assisted Living Patient,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-oconee-co-woman-arrested-for-alleged-fraud-and-exploitation-of-assisted-living-patient/
West Coast Health and Rehabilitation and National Health Rehabilitation Agreed to Pay $1.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments,2022-12-12,West Coast Health and Rehabilitation and National Health Rehabilitation Agreed to Pay $1.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments,https://oig.hhs.gov/fraud/enforcement/west-coast-health-and-rehabilitation-and-national-health-rehabilitation-agreed-to-pay-14-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-waived-copayments/
"Former VA Psychologist Charged With Submitting False Medical Documents To Employer, Obstruction Of Justice, Medicare Fraud",2022-12-12,"Former VA Psychologist Charged With Submitting False Medical Documents To Employer, Obstruction Of Justice, Medicare Fraud",https://oig.hhs.gov/fraud/enforcement/former-va-psychologist-charged-with-submitting-false-medical-documents-to-employer-obstruction-of-justice-medicare-fraud/
"Northview Village Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2022-12-12,"Northview Village Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/northview-village-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General James Sues Long Island Nursing Home For Repeated Financial Fraud And Resident Neglect,2022-12-13,Attorney General James Sues Long Island Nursing Home For Repeated Financial Fraud And Resident Neglect,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-sues-long-island-nursing-home-for-repeated-financial-fraud-and-resident-neglect/
"United States Files False Claims Act Complaint Against Chiropractor, Modern Vascular Office-Based Labs And Modern Vascular Corporate Entities",2022-12-13,"United States Files False Claims Act Complaint Against Chiropractor, Modern Vascular Office-Based Labs And Modern Vascular Corporate Entities",https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-chiropractor-modern-vascular-office-based-labs-and-modern-vascular-corporate-entities/
Pharmscript Of KS LLC Agrees To Pay $3 Million To Resolve Allegations That It Improperly Dispensed Controlled Substances At Long-Term Care Facilities,2022-12-13,Pharmscript Of KS LLC Agrees To Pay $3 Million To Resolve Allegations That It Improperly Dispensed Controlled Substances At Long-Term Care Facilities,https://oig.hhs.gov/fraud/enforcement/pharmscript-of-ks-llc-agrees-to-pay-3-million-to-resolve-allegations-that-it-improperly-dispensed-controlled-substances-at-long-term-care-facilities/
"Greenwich Psychologist Admits Defrauding Medicaid, Medicare And Private Insurers",2022-12-13,"Greenwich Psychologist Admits Defrauding Medicaid, Medicare And Private Insurers",https://oig.hhs.gov/fraud/enforcement/greenwich-psychologist-admits-defrauding-medicaid-medicare-and-private-insurers/
Long Island Medical Doctor Charged With Illegally Distributing Oxycodone Pills,2022-12-14,Long Island Medical Doctor Charged With Illegally Distributing Oxycodone Pills,https://oig.hhs.gov/fraud/enforcement/long-island-medical-doctor-charged-with-illegally-distributing-oxycodone-pills/
Lab Owner Convicted In $463 Million Genetic Testing Scheme To Defraud Medicare,2022-12-14,Lab Owner Convicted In $463 Million Genetic Testing Scheme To Defraud Medicare,https://oig.hhs.gov/fraud/enforcement/lab-owner-convicted-in-463-million-genetic-testing-scheme-to-defraud-medicare/
"Physician And Office Manager Agree To Pay Over $420,000 To Settle Kickback Allegations Involving New Jersey, Texas And South Carolina Laboratories",2022-12-14,"Physician And Office Manager Agree To Pay Over $420,000 To Settle Kickback Allegations Involving New Jersey, Texas And South Carolina Laboratories",https://oig.hhs.gov/fraud/enforcement/physician-and-office-manager-agree-to-pay-over-420000-to-settle-kickback-allegations-involving-new-jersey-texas-and-south-carolina-laboratories/
Attorney General Raoul Charges Cook County Woman Over Alleged Medicaid Fraud,2022-12-14,Attorney General Raoul Charges Cook County Woman Over Alleged Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-raoul-charges-cook-county-woman-over-alleged-medicaid-fraud/
Ocenture LLC And Carelumina LLC Settle Allegations Of False Claims For Unnecessary Genetic Testing,2022-12-15,Ocenture LLC And Carelumina LLC Settle Allegations Of False Claims For Unnecessary Genetic Testing,https://oig.hhs.gov/fraud/enforcement/ocenture-llc-and-carelumina-llc-settle-allegations-of-false-claims-for-unnecessary-genetic-testing/
Connecticut Physician And Urgent Care Practice Pay Over $4.2 Million To Settle False Claims Act Allegations,2022-12-15,Connecticut Physician And Urgent Care Practice Pay Over $4.2 Million To Settle False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/connecticut-physician-and-urgent-care-practice-pay-over-42-million-to-settle-false-claims-act-allegations/
Owner Of Durable Medical Equipment Companies Arrested For $17 Million Kickback Conspiracy,2022-12-15,Owner Of Durable Medical Equipment Companies Arrested For $17 Million Kickback Conspiracy,https://oig.hhs.gov/fraud/enforcement/owner-of-durable-medical-equipment-companies-arrested-for-17-million-kickback-conspiracy/
"Attorney General files criminal charges against Spokane-based health business for fraud, organized crime",2022-12-16,"Attorney General files criminal charges against Spokane-based health business for fraud, organized crime",https://oig.hhs.gov/fraud/enforcement/attorney-general-files-criminal-charges-against-spokane-based-health-business-for-fraud-organized-crime/
Attorney General James Sues Long Island Nursing Home for Years of Fraud and Resident Neglect,2022-12-16,Attorney General James Sues Long Island Nursing Home for Years of Fraud and Resident Neglect,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-sues-long-island-nursing-home-for-years-of-fraud-and-resident-neglect/
Youth Rehabilitation Center Agrees to Pay Over $3.4 Million to Resolve Allegations of False Claims Act Violations,2022-12-16,Youth Rehabilitation Center Agrees to Pay Over $3.4 Million to Resolve Allegations of False Claims Act Violations,https://oig.hhs.gov/fraud/enforcement/youth-rehabilitation-center-agrees-to-pay-over-34-million-to-resolve-allegations-of-false-claims-act-violations/
Clinical Laboratory Will Pay $1.5 Million To Resolve Medicaid Kickback and False Claims Allegations,2022-12-19,Clinical Laboratory Will Pay $1.5 Million To Resolve Medicaid Kickback and False Claims Allegations,https://oig.hhs.gov/fraud/enforcement/clinical-laboratory-will-pay-15-million-to-resolve-medicaid-kickback-and-false-claims-allegations/
"Wichita woman convicted, ordered to pay more than $16,000 in restitution for Medicaid fraud charge",2022-12-19,"Wichita woman convicted, ordered to pay more than $16,000 in restitution for Medicaid fraud charge",https://oig.hhs.gov/fraud/enforcement/wichita-woman-convicted-ordered-to-pay-more-than-16000-in-restitution-for-medicaid-fraud-charge/
Paradigm Diagnostics Agreed to Pay $3.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Billing for Services Not Provided as Claimed and Paying Improper Remuneration,2022-12-19,Paradigm Diagnostics Agreed to Pay $3.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Billing for Services Not Provided as Claimed and Paying Improper Remuneration,https://oig.hhs.gov/fraud/enforcement/paradigm-diagnostics-agreed-to-pay-34-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-billing-for-services-not-provided-as-claimed-and-paying-improper-remuneration/
"Thomas Byrne, MD Agreed to Pay $223,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests and Prescribing Medications",2022-12-19,"Thomas Byrne, MD Agreed to Pay $223,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests and Prescribing Medications",https://oig.hhs.gov/fraud/enforcement/thomas-byrne-md-agreed-to-pay-223000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-and-genetic-tests-and-prescribing-medications/
"Alert Ambulance Service Agreed to Pay $272,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",2022-12-19,"Alert Ambulance Service Agreed to Pay $272,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",https://oig.hhs.gov/fraud/enforcement/alert-ambulance-service-agreed-to-pay-272000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/
Advanced Bionics LLC to Pay Over $12 Million for Alleged False Claims for Cochlear Implant Processors,2022-12-20,Advanced Bionics LLC to Pay Over $12 Million for Alleged False Claims for Cochlear Implant Processors,https://oig.hhs.gov/fraud/enforcement/advanced-bionics-llc-to-pay-over-12-million-for-alleged-false-claims-for-cochlear-implant-processors/
"Andrew J. Parker, MD, LLC Agreed to Pay $985,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Rendered by Providers Not Properly Enrolled",2022-12-20,"Andrew J. Parker, MD, LLC Agreed to Pay $985,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Rendered by Providers Not Properly Enrolled",https://oig.hhs.gov/fraud/enforcement/andrew-j-parker-md-llc-agreed-to-pay-985000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-rendered-by-providers-not-properly-enrolled/
InSite Diagnostic Health Care Agreed to Pay $4.9 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Incorrectly Identified the Rendering Provider,2022-12-20,InSite Diagnostic Health Care Agreed to Pay $4.9 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Incorrectly Identified the Rendering Provider,https://oig.hhs.gov/fraud/enforcement/insite-diagnostic-health-care-agreed-to-pay-49-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-incorrectly-identified-the-rendering-provider/
Cardiac Monitoring Companies to Pay More than $44.8 Million to Resolve False Claims Act Liability Relating to Services Performed by Offshore Technicians,2022-12-20,Cardiac Monitoring Companies to Pay More than $44.8 Million to Resolve False Claims Act Liability Relating to Services Performed by Offshore Technicians,https://oig.hhs.gov/fraud/enforcement/cardiac-monitoring-companies-to-pay-more-than-448-million-to-resolve-false-claims-act-liability-relating-to-services-performed-by-offshore-technicians/
AG Healey Secures $1.75 Million Resolution With Nursing Home Chain Over Failure To Meet the Needs of Residents With Substance Use Disorder,2022-12-21,AG Healey Secures $1.75 Million Resolution With Nursing Home Chain Over Failure To Meet the Needs of Residents With Substance Use Disorder,https://oig.hhs.gov/fraud/enforcement/ag-healey-secures-175-million-resolution-with-nursing-home-chain-over-failure-to-meet-the-needs-of-residents-with-substance-use-disorder/
Two Biotech Firms And Their Co-Founder To Pay $10 Million To Resolve Allegations Of Mischarging Federal Grants,2022-12-21,Two Biotech Firms And Their Co-Founder To Pay $10 Million To Resolve Allegations Of Mischarging Federal Grants,https://oig.hhs.gov/fraud/enforcement/two-biotech-firms-and-their-co-founder-to-pay-10-million-to-resolve-allegations-of-mischarging-federal-grants/
"Novus Clinic Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physicians in the Form of Profit Distributions",2022-12-21,"Novus Clinic Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physicians in the Form of Profit Distributions",https://oig.hhs.gov/fraud/enforcement/novus-clinic-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-physicians-in-the-form-of-profit-distributions/
"Notal Vision Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments",2022-12-21,"Notal Vision Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments",https://oig.hhs.gov/fraud/enforcement/notal-vision-agreed-to-pay-100000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-waived-copayments/
